5210-01-DW-010,Across from S/M 113 Left Fountain,3/24/2016,<3.0,BA
5210-01-DW-011,Across from S/M 113 Right Fountain,3/24/2016,3.7,BA
5210-02-DW-018,Across  from S/M 213 - Left Fountain,3/24/2016,<3.0,BA
5210-02-DW-019,Across from S/M 213 - Right Fountain,3/24/2016,<3.0,BA
5210-03-DW-028,Left Fountain across from S/M 313,3/24/2016,4.0,BA
