1470-03-WC-007,Outside girl's room,7/28/2016,0.59,BA
1470-03-WC-011,Outside boy's room,7/28/2016,3.0,BA
1470-02-WC-015,Across from Room 207,7/28/2016,0.64,BA
1470-02-WC-025,Across from Room 209,7/28/2016,3.1,BA
1470-01-WC-034,Outside boy's room,7/28/2016,5.5,BA
1470-01-DW-053,Room 117,7/28/2016,3.1,BA
1470-01-WC-057,In main entrance area - near auditorium,7/28/2016,0.48,BA
1470-01-DW-063,Gymnasium,7/28/2016,18.5,AA
